00:00 xSpiderMan     : YO TEK
03:52 xSpiderMan     : Wayyy worse
03:53 Sorlin         : DONA IM GUNNA STAY SOLO!
03:53 Forrest_MC     : MWAHAHAHAH
03:53 Sorlin         : ?
03:53 Sorlin         : AH\GH
03:53 Forrest_MC     : XD
03:53 Sorlin         : AGHHHH
03:53 Sorlin         : NOOO
03:53 Sorlin         : STAPP
03:53 Sorlin         : NOO
03:53 donabella09    : taige?
03:53 xSpiderMan     : Oh yea, taige
03:53 Forrest_MC     : Sorlin's IRL ship name.
03:54 Sorlin         : STHAP
03:54 donabella09    : ?!
03:54 donabella09    : sorlin da fak is ur real name?
03:54 Forrest_MC     : XD
03:54 Sorlin         : DONT WORRY ABOUT IT
03:54 Sorlin         : XD
03:54 Sorlin         : IT STARTS WITH A T
03:54 donabella09    : FORREST TELL ME!!!
03:54 donabella09    : tyler
03:54 Sorlin         : no
03:54 donabella09    : taylor
03:54 Forrest_MC     : XD
03:54 Sorlin         : its extreamly uncommon
03:54 donabella09    : ...
03:55 donabella09    : tailon
03:55 Sorlin         : xD no
03:55 donabella09    : i feel like its chinese
03:55 Forrest_MC     : This name was used in a very popular book/movie series.
03:55 donabella09    : ...
03:55 Sorlin         : was it?
03:55 donabella09    : FORREST FAKING TELL ME!!!
03:55 Forrest_MC     : IN THE THIRD MOVIE THE GIRL WAS SUPPOSED TO DIE
03:55 Forrest_MC     : BUT DIDNT
03:55 Sorlin         : ??
03:55 xSpiderMan     : Third movie of what?
03:55 Sorlin         : i dont even know what shes talking about
03:55 Forrest_MC     : WHY DONT MOVIE PEOPLE FOLLOW THE BOOKS
03:56 Forrest_MC     : His name is Toby, full name is Tobias.
03:56 xSpiderMan     : What movie you talkin bout?
03:56 donabella09    : SORLIN FAKING TELL ME UR NAME!!! T^T
03:56 xSpiderMan     : Tyler
03:56 Sorlin         : NO
03:56 xSpiderMan     : His girlfriend's name is Paige.
03:56 donabella09    : i already asked that one
03:56 Forrest_MC     : Divergent, the worst series name.
03:56 Sorlin         : I DONT HAVE A GIRLFRIEND
03:56 Sorlin         : I HAVE A CRUSH
03:56 Forrest_MC     : And worst series.
03:56 Sorlin         : SHEISH
03:56 donabella09    : :o
03:56 donabella09    : BRING UR FAKING CRUSH ON THIS SERVER!!!! T^T
03:56 Forrest_MC     : I literally just said his name.
03:57 Sorlin         : xD
03:57 donabella09    : TYLER DO THIS SHT RN!!!
03:57 Forrest_MC     : XD
03:57 xSpiderMan     : Tommy?
03:57 Forrest_MC     : ITS NOT TYLER
03:57 xSpiderMan     : Tom?
03:57 Sorlin         : ITS HEBREW
03:57 Forrest_MC     : ITS TOVY
03:57 xSpiderMan     : I think its Tommy
03:57 Forrest_MC     : XD
03:57 Sorlin         : XD
03:57 donabella09    : tovy?
03:57 Forrest_MC     : *TOBY
03:57 Sorlin         : FAIL
03:57 Sorlin         : PEACE
03:57 Forrest_MC     : YOURE A FAIL
03:57 donabella09    : TICCI TOBY IS THAT CHU!!!
03:57 xSpiderMan     : Oh yea, toby.
03:57 donabella09    : TICCI TOBY IS THAT CHU!!!
03:57 Sorlin         : STHAO
03:57 xSpiderMan     : Toby, real name is Tobias
03:57 Forrest_MC     : XD
03:57 Forrest_MC     : Yep.
03:57 xSpiderMan     : mhm
03:57 xSpiderMan     : He from poland
03:57 Sorlin         : I HATE U FORREST
03:57 Forrest_MC     : XD
03:58 Sorlin         : AND NO
03:58 donabella09    : TOBY BRING UR FAKING CRUSH ON THIS SERVER!!! U NEED TO SLIDE IN DEM DMS!!! T^T
03:58 Forrest_MC     : My name totally sucks. XD
03:58 Forrest_MC     : YES
03:58 Sorlin         : XD
03:58 Forrest_MC     : BRING PAIGE
03:58 Sorlin         : NO
03:58 xSpiderMan     : Sorlin
03:58 Sorlin         : wat
03:58 xSpiderMan     : Im changing my name to Forlin now
03:58 Sorlin         : EW
03:58 Forrest_MC     : HOLD UP NO
03:58 xSpiderMan     : Im changing my name to Forlin because he aint talkin
03:58 Sorlin         : ??
03:58 donabella09    : TAIGE!!!
03:58 Forrest_MC     : JUST DO WHAT THE MAN ASKS
03:59 donabella09    : #TAIGE!!!
03:59 xSpiderMan     : His crush is named paige
03:59 Sorlin         : STAHP
03:59 xSpiderMan     : His name must be...
03:59 xSpiderMan     : Tim?
03:59 xSpiderMan     : Tom?
03:59 xSpiderMan     : Timmy?
03:59 xSpiderMan     : Tommy?
03:59 donabella09    : its faking toby
03:59 Sorlin         : xD
03:59 xSpiderMan     : Toby Maguire
03:59 Sorlin         : ...
03:59 Forrest_MC     : XD
03:59 donabella09    : *face palms*
03:59 Sorlin         : im out
03:59 xSpiderMan     : Man he in spider-man tho
03:59 donabella09    : TOBIAS DONT U FAKING DO IT!!!
03:59 Sorlin         : i hate u forrest
03:59 xSpiderMan     : Toby Maguire was the second person 2 play spiderman in a movie tho
04:00 donabella09    : FAKING BRING THAT GIRL ON THIS SERVER!!! T^T
04:00 Forrest_MC     : No you don't!
04:00 Sorlin         : /me hates forrest 
04:00 Forrest_MC     : I'm a great friend!
04:00 Forrest_MC     : XD
04:00 Sorlin         : NO
04:00 Forrest_MC     : Bring Paige!
04:00 xSpiderMan     : Hm
04:00 donabella09    : well since we r talking about real names rn
04:00 Sorlin         : NO
04:00 xSpiderMan     : What should my next name be?
04:00 xSpiderMan     : Forlineo?
04:00 xSpiderMan     : Or Forlin?
04:00 Forrest_MC     : No!
04:00 xSpiderMan     : Lorlin?
04:00 donabella09    : my name starts with an i :3
04:00 xSpiderMan     : Izzy
04:00 Sorlin         : EW
04:00 donabella09    : nope
04:00 xSpiderMan     : Isabella
04:00 donabella09    : nope
04:00 xSpiderMan     : XD
04:00 Forrest_MC     : Ugh
04:00 Forrest_MC     : That name.
04:00 xSpiderMan     : Izzy's Pizza
04:00 donabella09    : good try doe
04:01 donabella09    : nope
04:01 donabella09    : my name is really weird
04:01 Forrest_MC     : I don't like Isabella. It's too formal.
04:01 Sorlin         : ISABELLA IS A PERSON ON THIS SERVERS NAME DOE
04:01 donabella09    : nope
04:01 donabella09    : thats not my name
04:01 Sorlin         : >:D
04:01 xSpiderMan     : Iao
04:01 Sorlin         : ITS FORRESTS
04:01 donabella09    : nope
04:01 Forrest_MC     : what
04:01 Forrest_MC     : Wat
04:01 Sorlin         : >:D
04:01 Forrest_MC     : no
04:01 Forrest_MC     : my name isn't isabella
04:01 Forrest_MC     : XD
04:01 xSpiderMan     : Isaballa?
04:01 Sorlin         : Yea it is >:D
04:02 Forrest_MC     : -_-
04:02 donabella09    : nope
04:02 Forrest_MC     : I tend to take the Isa- part off.
04:02 Forrest_MC     : TOBY YOU ARE SO DEAD
04:02 donabella09    : it is part of isa
04:02 donabella09    : but thats just short for my whole first name
04:02 Forrest_MC     : Woah..
04:02 Forrest_MC     : What origin?
04:02 donabella09    : i hate my name doe
04:03 donabella09    : umm spanish
04:03 Forrest_MC     : Why don't I know this
04:03 donabella09    : but isa means sheep in chinese i think
04:03 Donald_JTrump  : Tity Titty suck a tity
04:03 Forrest_MC     : XD
04:03 donabella09    : sup
04:03 Forrest_MC     : I swear if it's Isabel
04:03 donabella09    : nope
04:03 donabella09    : the next letter of Isa is a m
04:04 donabella09    : ...
04:04 donabella09    : XD
04:04 Sorlin         : i think shes googleing
04:04 donabella09    : sorlin u wanna guess my full name?
04:04 Sorlin         : xD
04:04 donabella09    : wb
04:04 Forrest_MC     : connected with an iPhone using MineChat
04:05 Forrest_MC     : I legit hate this app
04:05 donabella09    : XD
04:05 Donald_JTrump  : DONA MOTHAFACKIN BELLA
04:05 Donald_JTrump  : I win
04:05 Forrest_MC     : XD
04:05 donabella09    : nope trump
04:05 Forrest_MC     : Isadora?
04:05 donabella09    : its isa and the next letter after isa is a m
04:05 donabella09    : imma make u guys think of the whole first of my name
04:05 Forrest_MC     : And it's Spanish?
04:05 donabella09    : yup
04:05 Forrest_MC     : Oh crap...
04:06 donabella09    : XD
04:06 Forrest_MC     : Why isn't my mom awake now?
04:06 donabella09    : wb
04:06 Tektronic      : ik
04:06 donabella09    : :o
04:06 donabella09    : XD
04:06 Donald_JTrump  : Damn Tek joined and I GOTTA GO
04:06 Forrest_MC     : XD
04:06 donabella09    : XD
04:06 Tektronic      : there
04:06 donabella09    : dam tiki
04:06 Tektronic      : not even a temp ban
04:06 Tektronic      : lol
04:06 donabella09    : XD
04:06 Tektronic      : ras came on
04:06 Sorlin         : TEK SAVE ME
04:07 donabella09    : tiki do u know my whole first name?
04:07 Sorlin         : THEY'RE TORMENTING ME
04:07 Tektronic      : donald?
04:07 donabella09    : nope
04:07 Tektronic      : and she said "i dont want to be the only girl"
04:07 Forrest_MC     : XD
04:07 Tektronic      : thats my name
04:07 Tektronic      : anyway
04:07 Tektronic      : um
04:07 Tektronic      : Doorbell?
04:07 Sorlin         : THEY'RE TORMENTING ME!!!!!! TEKK
04:07 donabella09    : its in my emailtiki :P
04:07 Tektronic      : oh shit
04:07 Forrest_MC     : No we're not, Toby.
04:07 Tektronic      : hes back
04:07 Donald_JTrump  : WHy was I banned lol
04:07 donabella09    : wb
04:07 Tektronic      : u had to leave trump
04:07 Donald_JTrump  : I did lol
04:07 donabella09    : XD
04:08 Forrest_MC     : XD
04:08 donabella09    : tiki its in my email
04:08 Tektronic      : oh
04:08 Tektronic      : idk
04:08 donabella09    : well sht
04:08 Forrest_MC     : XD
04:08 Tektronic      : want me to look?
04:08 donabella09    : forrest any guesses?
04:08 donabella09    : its ur choice
04:08 Forrest_MC     : Let's see if Google has anything to say about this...
04:08 donabella09    : XD
04:08 donabella09    : fkaing google X
04:08 donabella09    : *XD
04:09 Sorlin         : TEK THEY
04:09 Sorlin         : TTHEY'RE MEAN TO ME
04:09 donabella09    : TOBY WE R TRYING TO HELP U OUT!!!
04:09 Sorlin         : PEACE
04:09 donabella09    : gawd dammit T^T
04:09 Tektronic      : thats ur name?
04:09 Tektronic      : i looked it up
04:09 donabella09    : yea in the email
04:09 Tektronic      : krazy
04:10 Tektronic      : you really are peurtorican
04:10 Nick_A_Naut    : WB
04:10 Nick_A_Naut    : ty
04:10 Tektronic      : hi nick
04:10 donabella09    : :P
04:10 donabella09    : wb
04:10 Nick_A_Naut    : sup dicktronic
04:10 Tektronic      : i honestly cant even pronounce ur name
04:10 Nick_A_Naut    : sorlin, my enemie >:(
04:10 Sorlin         : WHAT IS IT TEK
04:10 donabella09    : e
04:10 Tektronic      : it's pronoucned e
04:10 Tektronic      : got it
04:10 donabella09    : the i sounds like a e
04:10 donabella09    : yea
04:10 Nick_A_Naut    : hmm yes
04:10 Nick_A_Naut    : i should set a home at your base
04:10 Sorlin         : no
04:10 Forrest_MC     : Google has failed.
04:10 Tektronic      : bella, ima just call u balla
04:10 donabella09    : XD
04:10 donabella09    : k
04:10 Sorlin         : WHATS THE NAME
04:11 donabella09    : forrest is still trying to figure it out
04:11 donabella09    : XD
04:11 donabella09    : DONT CHU DARE TELL TIKI XD
04:11 Forrest_MC     : IM FAILING MISERABLY
04:11 Nick_A_Naut    : thx for letting me go to your base sorlin
04:11 Forrest_MC     : XD
04:11 donabella09    : XD
04:11 Tektronic      : if gunmen came to my door and said "you're going to die unless you say bella's name" i would
04:11 Tektronic      : write my will
04:11 donabella09    : XD
04:11 donabella09    : good
04:11 Forrest_MC     : I give up.
04:12 Nick_A_Naut    : neat cave sorlin
04:12 donabella09    : i want them to guess X3
04:12 Nick_A_Naut    : :D
04:12 donabella09    : dammit
04:12 Forrest_MC     : But it's sounds difficult!
04:12 donabella09    : i was gonna ask sorlin to guess my name
04:12 Forrest_MC     : AND IM SO TIRED
04:12 Nick_A_Naut    : oh sorry
04:12 donabella09    : TOBY GET UR ASS BACK ON HERE!!! T^T
04:12 Forrest_MC     : I'll get him.
04:12 donabella09    : faking tobuscus
04:12 Nick_A_Naut    : wb nub
04:12 Forrest_MC     : Or not. XD
04:12 donabella09    : TOBY!!! GUESS MY NAME!!!
04:13 Sorlin         : IDC
04:13 donabella09    : mk
04:13 Forrest_MC     : AT LEAST TRY
04:13 Nick_A_Naut    : sorlin
04:13 Sorlin         : NO
04:13 Nick_A_Naut    : i sorry
04:13 Nick_A_Naut    : i just feel jerky
04:13 Tektronic      : sorlin are they torturing u
04:13 Nick_A_Naut    : and i want to be a jerk to some guy
04:13 Sorlin         : I HATE U ALL
04:13 Forrest_MC     : Toby.
04:13 donabella09    : XD
04:13 Tektronic      : sora are they being mean?
04:13 Sorlin         : YES
04:13 donabella09    : wb
04:13 Tektronic      : did u tell them to fuck off?
04:13 Sorlin         : . yes nick is being a jerk
04:13 Forrest_MC     : What did we say about hating people?
04:13 Sorlin         : SPIDEY
04:13 Forrest_MC     : It's bad.
04:13 Sorlin         : . no i didn't tell them tek
04:14 Sorlin         : SPIDEY
04:14 Sorlin         : STOP
04:14 Tektronic      : i know
04:14 Tektronic      : im going to make a suicide plugin
04:14 Tektronic      : and when i roll it
04:14 Sorlin         : there is one
04:14 Tektronic      : it will randomly kill 1 person on the server
04:14 Tektronic      : lol
04:14 Tektronic      : dis be fun
04:14 donabella09    : XD
04:14 Forrest_MC     : Um...
04:14 Forrest_MC     : XD
04:14 Tektronic      : WAIT
04:14 Tektronic      : even better idea
04:15 Forrest_MC     : I'll just not show up for that.
04:15 Tektronic      : when u use /roll there's like a 5% chance you might die
04:15 donabella09    : not 1%
04:15 Forrest_MC     : I've got the worst luck, so...
04:15 Tektronic      : 100%
04:15 donabella09    : ;-;
04:15 Tektronic      : lol
04:15 Tektronic      : nah
04:15 Tektronic      : i lik emy first idea
04:15 Tektronic      : ./deathroll
04:15 donabella09    : do u guys give up thinking about my first name? .-.
04:16 Sorlin         : IDC ANYMORE
04:16 donabella09    : forrest?
04:16 Forrest_MC     : yea
04:16 donabella09    : u wanna know my first name?
04:16 Forrest_MC     : Yea!
04:16 Nick_A_Naut    : sorlin
04:16 Nick_A_Naut    : im in spec mode
04:16 Forrest_MC     : My was easy, so.
04:16 donabella09    : its Isamarie :P
04:16 Nick_A_Naut    : so
04:16 Nick_A_Naut    : hows ya day sorlin?
04:16 Forrest_MC     : Oh my god, I should've guessed that.
04:16 donabella09    : XD
04:17 Forrest_MC     : THATS LITERALLY MY FIRST AND MIDDLE NAME TOGETHER
04:17 Sorlin         : xD
04:17 Nick_A_Naut    : come on man
04:17 donabella09    : XD
04:17 Nick_A_Naut    : lets have some food
04:17 Nick_A_Naut    : you need to keep ya strength up
04:17 Sorlin         : get
04:17 Sorlin         : out
04:17 Sorlin         : of
04:17 Sorlin         : my
04:17 donabella09    : OMG UR NAME IS ISA?!?!
04:17 Forrest_MC     : I feel so dumb XD
04:17 Sorlin         : base
04:17 Forrest_MC     : Isabella
04:17 donabella09    : oh
04:17 Sorlin         : thats it
04:17 Forrest_MC     : So the ship name of my middle and first name. XD
04:17 Nick_A_Naut    : k
04:17 donabella09    : XD
04:17 Nick_A_Naut    : we officially at war now sorlin?
04:17 Forrest_MC     : War? What?
04:18 Nick_A_Naut    : im talking to sorlin
04:18 Nick_A_Naut    : i want to declare war on him
04:18 Nick_A_Naut    : and i did
04:18 Nick_A_Naut    : but im not so sure he's going along with it
04:18 donabella09    : :3
04:19 Forrest_MC     : I declare war on Leo, for killing my original dog...Never forget.
04:19 Sorlin         : /me Hates everyone minus tek 
04:19 donabella09    : well he isnt on .-.
04:19 Forrest_MC     : And on Toby for making him do it.
04:19 Nick_A_Naut    : sorlin
04:19 donabella09    : XD
04:19 Nick_A_Naut    : u do know im not at ur base
04:19 donabella09    : TOBY WHY!
04:19 Forrest_MC     : So I'm at war with my boss.
04:19 Nick_A_Naut    : XD
04:19 Forrest_MC     : #STRIKE
04:19 Nick_A_Naut    : WOAH
04:19 Nick_A_Naut    : this is weirder then dona's view
04:19 Nick_A_Naut    : its slow
04:20 Nick_A_Naut    : its smooth
04:20 Sorlin         : EWW
04:20 donabella09    : XD
04:20 Sorlin         : NICKS IN DONA
04:20 Nick_A_Naut    : wat?
04:20 Nick_A_Naut    : no
04:20 donabella09    : XD
04:20 Nick_A_Naut    : sorlin
04:20 Nick_A_Naut    : im in u
04:20 Sorlin         : EWW
04:20 Forrest_MC     : XD
04:20 donabella09    : XD
04:20 Sorlin         : EVEN WORST
04:20 Forrest_MC     : LEGIT LAUGHING
04:20 donabella09    : XD
04:20 Forrest_MC     : XD
04:20 Nick_A_Naut    : so sorlin
04:20 Nick_A_Naut    : we're officially at war, correct?
04:21 Nick_A_Naut    : dude
04:21 Nick_A_Naut    : i have fly
04:21 Nick_A_Naut    : im out of the hol
04:21 Forrest_MC     : Toby, just go to war with him.
04:21 donabella09    : im not becuz i suck at pvp :3
04:21 Forrest_MC     : Same
04:21 Nick_A_Naut    : neat sorli
04:21 Nick_A_Naut    : *sorlin
04:21 Nick_A_Naut    : you take 0 damage
04:21 Forrest_MC     : Call him Taige.
04:22 Sorlin         : UGH
04:22 Sorlin         : STOP
04:22 Nick_A_Naut    : nah
04:22 Nick_A_Naut    : this is fun ^_^
04:22 Forrest_MC     : XD
04:22 Forrest_MC     : we
04:22 Nick_A_Naut    : watching you think you're close to finding me
04:22 Forrest_MC     : *wb
04:22 donabella09    : thx
04:22 Nick_A_Naut    : and im 20 blocks higher
04:22 Forrest_MC     : How do you people not get tired?
04:23 Nick_A_Naut    : dude
04:23 Nick_A_Naut    : ur going in the other direction
04:23 Nick_A_Naut    : i aint falling for that u idiot
04:23 Nick_A_Naut    : i know, the minute i hit you, you'll turn back on
04:23 Sorlin         : im gunna go ahead and go play like a comp on cs
04:23 Nick_A_Naut    : see?
04:23 Nick_A_Naut    : ur not afk anymore
04:23 Nick_A_Naut    : i hit u
04:24 donabella09    : SOMEONE!!! ANYONE!!! MAKE HIM SPEAK!!
04:25 Nick_A_Naut    : OMFG
04:25 Nick_A_Naut    : i have a gr8 idea
04:25 Nick_A_Naut    : tek
04:25 Nick_A_Naut    : u here?
04:25 Nick_A_Naut    : tek
04:25 Nick_A_Naut    : we should make a minigame
04:25 Nick_A_Naut    : thats hocker
04:25 Nick_A_Naut    : and the thign we hit is an npc who has infinite health
04:25 Nick_A_Naut    : and our sticks have knockback
04:26 Nick_A_Naut    : so we need to knock the npc into a goal
04:28 Nick_A_Naut    : sorlin
04:28 Nick_A_Naut    : im OPM too
04:28 Nick_A_Naut    : we are equal
04:29 Sorlin         : /msg donabella09 would u please just kill this guy already 
04:29 donabella09    : /r sure toby :P 
04:29 Sorlin         : /msg donabella09 hes so annoying 
04:29 donabella09    : /r XD 
04:29 Sorlin         : /msg donabella09 Thank you 
04:29 donabella09    : /r i killed him and kicked him for some reason XD 
04:29 Nick_A_Naut    : y was i kicked?
04:29 Sorlin         : /msg donabella09 xD 
04:30 donabella09    : sorry i was testing out something
04:30 Nick_A_Naut    : oh
04:30 Nick_A_Naut    : k
04:30 donabella09    : XD
04:31 donabella09    : so guys hows life?
04:31 Nick_A_Naut    : eh
04:31 Sorlin         : happy with the loners life
04:31 donabella09    : ....
04:31 donabella09    : u watch i will force u to get married on this server
04:32 Sorlin         : no u wont
04:32 Nick_A_Naut    : she can orange
04:32 donabella09    : u sure about that?
04:32 Nick_A_Naut    : i got married to a toilet
04:32 Sorlin         : uhm
04:32 Sorlin         : xD
04:33 Sorlin         : blah blah
04:33 Sorlin         : #Thelonerlyfe
04:33 Nick_A_Naut    : well sorlin'
04:33 Nick_A_Naut    : u got an enemie
04:33 Nick_A_Naut    : 1
04:33 Sorlin         : i hace multpul
04:33 Nick_A_Naut    : oh
04:33 Nick_A_Naut    : u got another
04:33 Nick_A_Naut    : another enemie
04:33 Nick_A_Naut    : who will constantly bug you
04:33 Sorlin         : yea ur not that special really
04:34 Sorlin         : i have tons of enemys
04:34 Nick_A_Naut    : damn u
04:34 Sorlin         : and one punches
04:34 Sorlin         : thx for da gear
04:34 Nick_A_Naut    : shall we trade?
04:34 Sorlin         : nice sword
04:34 Nick_A_Naut    : ty
04:34 Nick_A_Naut    : i made it myself
04:34 Nick_A_Naut    : not really XD
04:34 Sorlin         : xD
04:34 donabella09    : D:
04:34 Sorlin         : if you leave me alone u can have it back
04:35 Nick_A_Naut    : i was about to suggest that
04:35 Sorlin         : and ur other loot
04:35 Nick_A_Naut    : but now i fuond out i can kill you not even solid
04:35 Sorlin         : if you stop bohtering me forever
04:35 Sorlin         : deal?
04:35 Sorlin         : wat killed u?
04:35 Nick_A_Naut    : find :p
04:35 Nick_A_Naut    : u did sorlin
04:35 Nick_A_Naut    : u killed me just as i went into spec mode
04:35 Sorlin         : oh xD
04:36 Nick_A_Naut    : :p
04:36 Sorlin         : der
04:36 Nick_A_Naut    : ty
04:36 Sorlin         : ...
04:36 Nick_A_Naut    : :p
04:36 Nick_A_Naut    : dude
04:36 Nick_A_Naut    : if u go out
04:36 Nick_A_Naut    : i can kill you
04:36 Nick_A_Naut    : jk lol
04:36 Nick_A_Naut    : opm can't die
04:37 Sorlin         : Dona #LuvtheLonerLyfe
04:37 Sorlin         : xD
04:37 donabella09    : :P
04:37 Nick_A_Naut    : aww
04:37 Sorlin         : ur stuffs here
04:37 donabella09    : at least i dont have to worry about being shipped
04:37 Sorlin         : xD
04:37 Sorlin         : so wat
04:37 donabella09    : sorrest
04:37 donabella09    : forlin
04:37 Sorlin         : blah blah
04:37 donabella09    : sorley
04:37 Nick_A_Naut    : scary hovering horse armor!
04:37 donabella09    : sordey
04:38 Nick_A_Naut    : woooh!
04:38 Nick_A_Naut    : sorlin!
04:38 donabella09    : o.o
04:38 donabella09    : wtf?
04:38 Nick_A_Naut    : sorlin!
04:38 Tektronic      : damn
04:38 Tektronic      : didnt work
04:38 Nick_A_Naut    : sorlin!
04:38 donabella09    : XD
04:38 Nick_A_Naut    : oh damn
04:38 Nick_A_Naut    : we all die
04:38 Sorlin         : lol
04:38 Sorlin         : rip us
04:39 Nick_A_Naut    : hey sorlin
04:39 Nick_A_Naut    : im sorry
04:39 Sorlin         : ?
04:39 Nick_A_Naut    : we're back at war ._.
04:39 Sorlin         : ...
04:39 Nick_A_Naut    : but i won't be constantly attacking you
04:39 Nick_A_Naut    : but i will be spying
04:39 Sorlin         : ill pay u off
04:39 Nick_A_Naut    : nah
04:39 Sorlin         : how does 5k sound
04:39 Nick_A_Naut    : i just need an enemie in my life
04:39 Nick_A_Naut    : sorry
04:40 Nick_A_Naut    : everybody needs an enemy
04:40 Sorlin         : oh just go talk to dona then XD
04:40 Sorlin         : i have one
04:40 Nick_A_Naut    : hmm
04:40 donabella09    : <.<
04:40 Sorlin         : 3 rlly
04:40 Nick_A_Naut    : ur fairly good
04:40 Nick_A_Naut    : i think i'll stick with you
04:40 Sorlin         : dona
04:40 Sorlin         : hunt
04:40 donabella09    : .....
04:40 Tektronic      : WELP
04:40 Sorlin         : plz
04:40 Tektronic      : lets try again
04:40 Tektronic      : who will die
04:40 Sorlin         : xD
04:40 donabella09    : ... k
04:40 Tektronic      : damn
04:40 Tektronic      : error already
04:41 donabella09    : nick~
04:41 donabella09    : /r sht hes invisible ;-; 
04:41 Nick_A_Naut    : damn dona
04:41 donabella09    : XD
04:41 Nick_A_Naut    : don't get in on this
04:41 Tektronic      : who will die
04:41 Nick_A_Naut    : ur a mod
04:41 Nick_A_Naut    : U WILL TEK
04:41 Sorlin         : LOL
04:41 Tektronic      : welp
04:42 Tektronic      : i guess its dona
04:42 Nick_A_Naut    : dona
04:42 Nick_A_Naut    : im spec mode
04:42 Sorlin         : XD
04:42 Tektronic      : SHIT
04:42 Tektronic      : he didnt die
04:42 Sorlin         : AND I LIVEE
04:42 donabella09    : where the fak is my sht T^T
04:42 Sorlin         : DID SHE LOSE KNIFEY
04:42 Sorlin         : YAS
04:42 donabella09    : dont worry i can make a new one
04:42 Sorlin         : NOOO
04:43 Nick_A_Naut    : dona
04:43 donabella09    : XD
04:43 Nick_A_Naut    : i founnd ya crap
04:43 Forrest_MC     : connected with an iPhone using MineChat
04:43 Nick_A_Naut    : and its mine >:)
04:43 Tektronic      : lol
04:43 xSpiderMan     : bak
04:43 Tektronic      : why won't u guys die
04:43 donabella09    : GIVE ME MY SHT!!!
04:43 Sorlin         : ./kill Nick_A_Naut
04:43 Nick_A_Naut    : nah
04:43 Forrest_MC     : I hate being summoned.
04:43 Nick_A_Naut    : sorlin
04:43 Sorlin         : xD
04:43 Nick_A_Naut    : it won't work
04:43 Sorlin         : wat
04:43 Nick_A_Naut    : im spec mode
04:43 Sorlin         : watch it
04:43 Nick_A_Naut    : im basically invincible
04:43 donabella09    : /r sorlin be careful 
04:43 donabella09    : /r hes near u 
04:43 Forrest_MC     : What am I needed for?
04:43 Nick_A_Naut    : it won't make me drop my stuff if im spec
04:43 Nick_A_Naut    : trust me
04:44 xSpiderMan     : Dona
04:44 Nick_A_Naut    : i tried it before
04:44 Sorlin         : /msg donabella09 just /kill em 
04:44 donabella09    : ?
04:44 xSpiderMan     : Is your real name Illy?
04:44 donabella09    : /r i cant 
04:44 xSpiderMan     : xD
04:44 donabella09    : nope XD
04:44 xSpiderMan     : I wont give up :-:
04:44 donabella09    : i already told forrest my name
04:44 Sorlin         : /msg donabella09 NOW DO IT 
04:44 Forrest_MC     : He doesn't know. XD
04:44 xSpiderMan     : Ye, I was afk for like an hour xD
04:44 donabella09    : /r i cant 
04:44 Sorlin         : /msg donabella09 why 
04:44 donabella09    : /r i dont have access 
04:44 Forrest_MC     : Um...XD
04:44 Sorlin         : /msg donabella09 ... 
04:44 xSpiderMan     : ?
04:44 donabella09    : /r ... 
04:45 xSpiderMan     : k ima relog
04:45 xSpiderMan     : k im back
04:45 Nick_A_Naut    : dona
04:45 donabella09    : /r aww theres three baby zombies 
04:45 Nick_A_Naut    : ms. knifey is crap
04:45 Sorlin         : /msg donabella09 .... 
04:45 xSpiderMan     : I married her sister
04:45 Forrest_MC     : *o*
04:45 Nick_A_Naut    : why does a sword have lure and efficiency?
04:45 Nick_A_Naut    : ok efficiency can make sense, for melons
04:45 Sorlin         : /msg donabella09 nick + forrest 
04:45 donabella09    : THATS MY SWORD!!! T^T
04:45 Nick_A_Naut    : but da hell is looting for?
04:45 xSpiderMan     : He kills people fast
04:45 xSpiderMan     : looting is for there blood
04:46 donabella09    : nick give it ^T
04:46 Nick_A_Naut    : nah
04:46 xSpiderMan     : JOHN CENA
04:46 Nick_A_Naut    : t'is mine
04:46 Sorlin         : xD
04:46 Tektronic      : LMAO
04:46 Forrest_MC     : XD
04:46 donabella09    : YES!! XD
04:46 Nick_A_Naut    : dona
04:46 Tektronic      : wtf
04:46 Tektronic      : i have no idea why it did that
04:46 Nick_A_Naut    : ...
04:46 Sorlin         : wat killed em
04:46 Tektronic      : thats hilarious tho
04:46 donabella09    : theres like a huosion XD
04:46 Forrest_MC     : What is that?
04:46 donabella09    : *explosion
04:46 xSpiderMan     : Forrest
04:46 Nick_A_Naut    : dona
04:46 xSpiderMan     : Forlin confirmed
04:46 Forrest_MC     : Teah?
04:46 donabella09    : what?
04:46 Sorlin         : EWW
04:46 Forrest_MC     : WGAT
04:46 Nick_A_Naut    : u don't got ms. knifey do you?
04:46 Forrest_MC     : WHY
04:46 Forrest_MC     : HOW
04:46 donabella09    : no give it
04:46 Nick_A_Naut    : no
04:47 Nick_A_Naut    : u can't make me :p
04:47 donabella09    : ...
04:47 Nick_A_Naut    : u died,
04:47 Sorlin         : XD
04:47 xSpiderMan     : TORTURE
04:47 donabella09    : u were saying?
04:47 Nick_A_Naut    : i h8 u
04:47 donabella09    : i hate chu too
04:47 Nick_A_Naut    : TEK
04:47 donabella09    : XD
04:47 donabella09    : XD
04:47 Nick_A_Naut    : ACWE
04:48 Tektronic      : damn it chose me again
04:48 Nick_A_Naut    : SAVE
04:48 Nick_A_Naut    : ME
04:48 donabella09    : XD
